#,Date ,close ,Return,Sorted Returns,,Replication,Simulated Returns,,Calculation of value at risk - Tata Steel,,,,
,,,,,,,,,,,,,
,10-Sep-25,709.1,0.91%,1.30%,,22,-0.007613867,,,,,,
,9-Sep-25,715.55,0.55%,1.25%,,23,-0.009006131,,,,,,
,8-Sep-25,719.5,-3.86%,1.12%,,24,0.013904217,,,,,,
,5-Sep-25,691.7,-0.61%,1.11%,,25,0.006034537,,,,,,
,4-Sep-25,687.5,0.66%,1.10%,,26,-0.022297837,,,,,,
,3-Sep-25,692.05,-1.11%,1.08%,,27,0.007171958,,,,,,
,2-Sep-25,684.4,0.84%,1.00%,,28,0.000688393,,,,,,
,1-Sep-25,690.15,-3.06%,0.98%,,29,-0.007431334,,,,,,
,29-Aug-25,669,0.96%,0.96%,,30,-0.003025507,,,,,,
,28-Aug-25,675.45,0.92%,0.92%,,31,0.01697543,,,,,,
,26-Aug-25,681.65,0.76%,0.91%,,32,-0.002111751,,,,,,
,25-Aug-25,686.8,-0.95%,0.84%,,33,0.00159258,,,,,,
,22-Aug-25,680.3,0.75%,0.80%,,34,-0.014232015,,,,,,
,21-Aug-25,685.4,0.61%,0.76%,,35,-0.005347948,,,,,,
,20-Aug-25,689.6,1.54%,0.75%,,36,0.004985636,,,,,,
,19-Aug-25,700.25,-3.46%,0.74%,,37,0.014704725,,,,,,
