#,Date ,close ,Return,Sorted Returns,,Replication,Simulated Returns,,Calculation of value at risk - Tata Steel,,,,
,,,,,,,,,,,,,
,,,,,,540,0.008819204,,,,,,
,,,,,,541,-0.043545962,,,,,,
,,,,,,542,0.001607535,,,,,,
,,,,,,543,-0.002025942,,,,,,
,,,,,,544,0.009499609,,,,,,
,,,,,,545,0.017573833,,,,,,
,,,,,,546,-0.009735559,,,,,,
,,,,,,547,-0.035021666,,,,,,
,,,,,,548,-0.023408706,,,,,,
,,,,,,549,-0.023526443,,,,,,
,,,,,,550,0.026314905,,,,,,
,,,,,,551,0.010334999,,,,,,
,,,,,,552,0.00485988,,,,,,
,,,,,,553,-0.001415417,,,,,,
,,,,,,554,0.005513169,,,,,,
,,,,,,555,0.011773733,,,,,,
,,,,,,556,0.003169872,,,,,,
,,,,,,557,-0.003284716,,,,,,
,,,,,,558,0.009676966,,,,,,
,,,,,,559,0.029480258,,,,,,
,,,,,,560,-0.016666734,,,,,,
,,,,,,561,-0.008398351,,,,,,
,,,,,,562,0.002171504,,,,,,
,,,,,,563,0.034045652,,,,,,
,,,,,,564,-0.004927311,,,,,,
,,,,,,565,-0.025171115,,,,,,
,,,,,,566,-0.012813358,,,,,,
,,,,,,567,0.024368406,,,,,,
,,,,,,568,-0.012914372,,,,,,
,,,,,,569,-0.022081497,,,,,,
,,,,,,570,-0.010085355,,,,,,
,,,,,,571,0.004226257,,,,,,
,,,,,,572,0.030351118,,,,,,
,,,,,,573,0.034163854,,,,,,
,,,,,,574,0.006531555,,,,,,
,,,,,,575,0.003844118,,,,,,
,,,,,,576,-0.000782108,,,,,,
,,,,,,577,0.008484255,,,,,,
,,,,,,578,0.017942136,,,,,,
,,,,,,579,0.0102656,,,,,,
,,,,,,580,-0.020286958,,,,,,
,,,,,,581,-0.010718085,,,,,,
,,,,,,582,-0.01255831,,,,,,
,,,,,,583,-0.00463367,,,,,,
,,,,,,584,0.010929283,,,,,,
,,,,,,585,-0.002710614,,,,,,
,,,,,,586,0.000961901,,,,,,
,,,,,,587,0.014962907,,,,,,
,,,,,,588,0.010133046,,,,,,
,,,,,,589,0.017320556,,,,,,
,,,,,,590,0.012773364,,,,,,
,,,,,,591,0.006363862,,,,,,
,,,,,,592,0.002828398,,,,,,
,,,,,,593,0.015076265,,,,,,
,,,,,,594,0.010230532,,,,,,
,,,,,,595,-0.051879465,,,,,,
,,,,,,596,0.00370728,,,,,,
,,,,,,597,0.003560713,,,,,,
,,,,,,598,-0.010830873,,,,,,
,,,,,,599,0.015132053,,,,,,
,,,,,,600,0.004279601,,,,,,
,,,,,,601,-0.001041291,,,,,,
,,,,,,602,-0.01558619,,,,,,
,,,,,,603,-0.001222175,,,,,,
,,,,,,604,-0.00129745,,,,,,
,,,,,,605,-0.008085764,,,,,,
,,,,,,606,0.002653015,,,,,,
,,,,,,607,-0.025153981,,,,,,
,,,,,,608,-0.00825933,,,,,,
,,,,,,609,0.005372668,,,,,,
,,,,,,610,-0.002981543,,,,,,
,,,,,,611,0.004675013,,,,,,
,,,,,,612,0.018152653,,,,,,
,,,,,,613,0.005445514,,,,,,
,,,,,,614,-0.001880372,,,,,,
,,,,,,615,0.005633758,,,,,,
,,,,,,616,0.001513651,,,,,,
,,,,,,617,0.003052246,,,,,,
,,,,,,618,0.012990512,,,,,,
,,,,,,619,-0.002610836,,,,,,
,,,,,,620,0.012203342,,,,,,
,,,,,,621,0.006881949,,,,,,
,,,,,,622,-0.000641088,,,,,,
,,,,,,623,0.008661309,,,,,,
,,,,,,624,0.005203935,,,,,,
,,,,,,625,-0.017277583,,,,,,
,,,,,,626,-0.005146136,,,,,,
,,,,,,627,0.033860942,,,,,,
,,,,,,628,-0.007745024,,,,,,
,,,,,,629,0.003827466,,,,,,
,,,,,,630,-0.00368696,,,,,,
,,,,,,631,0.020364116,,,,,,
,,,,,,632,-0.001857348,,,,,,
,,,,,,633,-0.008778122,,,,,,
,,,,,,634,0.010144763,,,,,,
,,,,,,635,0.032663078,,,,,,
,,,,,,636,-0.021614378,,,,,,
,,,,,,637,-0.002208927,,,,,,
,,,,,,638,-0.00476415,,,,,,
,,,,,,639,0.012698095,,,,,,
,,,,,,640,-0.001282914,,,,,,
,,,,,,641,-0.007029891,,,,,,
,,,,,,642,0.00802056,,,,,,
,,,,,,643,0.001634662,,,,,,
,,,,,,644,0.005797682,,,,,,
,,,,,,645,0.001295125,,,,,,
,,,,,,646,-0.006394815,,,,,,
,,,,,,647,-0.027388247,,,,,,
,,,,,,648,-0.005016776,,,,,,
,,,,,,649,-0.014688708,,,,,,
,,,,,,650,-0.026017235,,,,,,
,,,,,,651,-0.001941921,,,,,,
,,,,,,652,-0.002055377,,,,,,
,,,,,,653,-0.012988356,,,,,,
,,,,,,654,-0.007556649,,,,,,
,,,,,,655,0.024320356,,,,,,
,,,,,,656,0.019841233,,,,,,
,,,,,,657,-0.002530535,,,,,,
,,,,,,658,0.006133492,,,,,,
,,,,,,659,-0.02234144,,,,,,
,,,,,,660,-0.000101786,,,,,,
,,,,,,661,-0.006296597,,,,,,
,,,,,,662,-0.001696243,,,,,,
,,,,,,663,-0.017818523,,,,,,
,,,,,,664,0.007134445,,,,,,
,,,,,,665,-0.009568019,,,,,,
,,,,,,666,-0.039219814,,,,,,
,,,,,,667,0.002288119,,,,,,
,,,,,,668,0.013251038,,,,,,
,,,,,,669,0.014240212,,,,,,
,,,,,,670,0.02942382,,,,,,
,,,,,,671,-0.007164489,,,,,,
,,,,,,672,-0.04514617,,,,,,
,,,,,,673,0.022554683,,,,,,
,,,,,,674,0.002257404,,,,,,
,,,,,,675,-0.016275191,,,,,,
,,,,,,676,-0.008323371,,,,,,
,,,,,,677,-0.019479319,,,,,,
,,,,,,678,0.020185205,,,,,,
,,,,,,679,-0.013029907,,,,,,
,,,,,,680,0.000180821,,,,,,
,,,,,,681,-0.024141878,,,,,,
,,,,,,682,-0.009867283,,,,,,
,,,,,,683,0.02374353,,,,,,
,,,,,,684,0.008323138,,,,,,
,,,,,,685,-0.00650939,,,,,,
,,,,,,686,-0.030272449,,,,,,
,,,,,,687,-0.026330193,,,,,,
,,,,,,688,-0.001334475,,,,,,
,,,,,,689,-0.001993235,,,,,,
,,,,,,690,-0.001560909,,,,,,
,,,,,,691,0.01142845,,,,,,
,,,,,,692,-0.004826972,,,,,,
,,,,,,693,-0.003123689,,,,,,
,,,,,,694,-0.018411902,,,,,,
,,,,,,695,-0.004442669,,,,,,
,,,,,,696,-0.026894406,,,,,,
,,,,,,697,0.004949731,,,,,,
,,,,,,698,-0.015730725,,,,,,
,,,,,,699,-0.007488275,,,,,,
,,,,,,700,0.011727779,,,,,,
,,,,,,701,-0.002240922,,,,,,
,,,,,,702,-0.023476669,,,,,,
,,,,,,703,0.007866659,,,,,,
,,,,,,704,0.045766612,,,,,,
,,,,,,705,-0.002633513,,,,,,
,,,,,,706,0.004873784,,,,,,
,,,,,,707,0.025161115,,,,,,
,,,,,,708,0.00091426,,,,,,
,,,,,,709,0.00881211,,,,,,
,,,,,,710,-0.002820129,,,,,,
,,,,,,711,0.008310852,,,,,,
,,,,,,712,0.031099151,,,,,,
,,,,,,713,-0.016741153,,,,,,
,,,,,,714,-0.034294018,,,,,,
,,,,,,715,-0.029588407,,,,,,
,,,,,,716,0.006151232,,,,,,
,,,,,,717,0.019671861,,,,,,
,,,,,,718,-0.012828572,,,,,,
,,,,,,719,0.002051676,,,,,,
,,,,,,720,-0.046976964,,,,,,
,,,,,,721,0.018952019,,,,,,
,,,,,,722,-0.024850468,,,,,,
,,,,,,723,-0.008369582,,,,,,
,,,,,,724,0.000646504,,,,,,
,,,,,,725,-0.023982242,,,,,,
,,,,,,726,0.006225808,,,,,,
,,,,,,727,0.001459248,,,,,,
,,,,,,728,0.011418477,,,,,,
,,,,,,729,0.000256874,,,,,,
,,,,,,730,-0.004336695,,,,,,
,,,,,,731,0.006093764,,,,,,
,,,,,,732,-0.015403877,,,,,,
,,,,,,733,-0.004141998,,,,,,
,,,,,,734,0.003088267,,,,,,
,,,,,,735,0.004087795,,,,,,
,,,,,,736,-0.007543952,,,,,,
,,,,,,737,0.016188255,,,,,,
,,,,,,738,-0.015366413,,,,,,
,,,,,,739,0.006228792,,,,,,
,,,,,,740,0.023708416,,,,,,
,,,,,,741,0.010571572,,,,,,
,,,,,,742,-0.034816014,,,,,,
,,,,,,743,-0.008354141,,,,,,
,,,,,,744,0.027277351,,,,,,
,,,,,,745,0.017333559,,,,,,
,,,,,,746,0.028463609,,,,,,
,,,,,,747,-0.004364329,,,,,,
,,,,,,748,-0.005321677,,,,,,
